CustomerID,Country,FirstPurchaseDate,LastPurchaseDate,Recency,Frequency,Monetary,AverageOrderValue,UnitsPurchased,TenureDays,Cluster,Segment,SegmentOrder
14974,United Kingdom,2011-11-02 13:01:00,2011-11-02 13:01:00,38,1,89.94,89.94,37,0,1,Potential Loyalists,3
14975,United Kingdom,2011-10-13 14:08:00,2011-10-13 14:08:00,58,1,279.94,279.94,380,0,3,At Risk,4
14976,United Kingdom,2011-01-17 11:09:00,2011-10-13 16:37:00,58,7,790.86,112.98,234,269,0,Loyal Customers,2
14978,United Kingdom,2011-01-13 12:03:00,2011-09-28 13:07:00,73,5,1921.37,384.27,523,258,0,Loyal Customers,2
14981,United Kingdom,2011-04-07 13:45:00,2011-04-07 13:45:00,247,1,102.12,102.12,97,0,3,At Risk,4
14984,United Kingdom,2011-06-12 11:04:00,2011-11-20 14:28:00,20,2,202.37,101.18,58,161,1,Potential Loyalists,3
14985,United Kingdom,2010-12-16 19:51:00,2011-05-25 14:29:00,199,2,292.01,146.0,256,160,3,At Risk,4
14987,United Kingdom,2010-12-09 12:13:00,2011-11-24 09:59:00,16,2,326.4,163.2,128,350,1,Potential Loyalists,3
14988,United Kingdom,2011-05-12 12:05:00,2011-05-12 12:05:00,212,1,334.54,334.54,141,0,3,At Risk,4
14995,United Kingdom,2011-03-04 13:14:00,2011-11-01 11:39:00,39,2,231.98,115.99,102,242,1,Potential Loyalists,3
14997,United Kingdom,2011-06-14 16:52:00,2011-10-24 13:28:00,47,3,546.2,182.07,1120,132,0,Loyal Customers,2
14998,United Kingdom,2011-04-12 16:28:00,2011-06-22 17:30:00,171,2,414.87,207.44,258,71,3,At Risk,4
15000,United Kingdom,2011-10-23 11:42:00,2011-10-23 11:42:00,48,1,490.52,490.52,218,0,1,Potential Loyalists,3
15002,United Kingdom,2010-12-07 13:16:00,2011-08-16 10:44:00,116,4,1641.76,410.44,862,252,0,Loyal Customers,2
15004,United Kingdom,2011-07-15 14:05:00,2011-07-15 14:05:00,148,1,1220.77,1220.77,623,0,3,At Risk,4
15005,United Kingdom,2010-12-08 14:36:00,2011-11-24 12:25:00,16,28,6295.37,224.83,4230,351,2,Champions,1
15006,United Kingdom,2011-10-19 15:08:00,2011-10-19 15:08:00,52,1,480.38,480.38,286,0,1,Potential Loyalists,3
15007,United Kingdom,2011-07-03 16:00:00,2011-07-03 16:00:00,160,1,156.91,156.91,69,0,3,At Risk,4
15009,United Kingdom,2011-11-14 17:40:00,2011-11-27 13:35:00,13,3,1259.43,419.81,639,13,0,Loyal Customers,2
15010,United Kingdom,2011-11-04 12:42:00,2011-11-04 12:42:00,36,1,308.94,308.94,184,0,1,Potential Loyalists,3
15012,United Kingdom,2010-12-01 12:49:00,2011-10-17 12:22:00,54,2,405.04,202.52,225,320,1,Potential Loyalists,3
15014,United Kingdom,2011-06-16 19:40:00,2011-10-27 20:07:00,44,2,257.67,128.84,149,133,1,Potential Loyalists,3
15016,United Kingdom,2011-06-20 12:06:00,2011-06-20 12:06:00,173,1,170.04,170.04,76,0,3,At Risk,4
15017,United Kingdom,2011-11-06 10:33:00,2011-11-06 10:33:00,34,1,125.58,125.58,63,0,1,Potential Loyalists,3
15018,United Kingdom,2010-12-07 10:47:00,2011-11-01 12:47:00,39,3,496.21,165.4,189,329,1,Potential Loyalists,3
15019,United Kingdom,2011-03-18 12:35:00,2011-03-18 12:35:00,267,1,252.81,252.81,150,0,3,At Risk,4
15021,United Kingdom,2010-12-08 12:17:00,2011-12-01 11:53:00,9,9,1871.77,207.97,819,358,2,Champions,1
15022,United Kingdom,2011-10-23 15:47:00,2011-11-28 12:35:00,12,4,852.39,213.1,527,36,1,Potential Loyalists,3
15023,United Kingdom,2010-12-05 13:49:00,2011-12-06 17:23:00,4,11,6720.41,610.95,2827,366,2,Champions,1
15024,United Kingdom,2010-12-07 13:20:00,2011-11-30 12:06:00,10,10,1636.43,163.64,902,358,2,Champions,1
15025,United Kingdom,2011-11-06 15:20:00,2011-11-06 15:20:00,34,1,361.96,361.96,184,0,1,Potential Loyalists,3
15026,United Kingdom,2011-03-07 13:45:00,2011-09-20 13:52:00,81,3,469.0,156.33,285,197,0,Loyal Customers,2
15027,United Kingdom,2011-04-15 14:14:00,2011-11-09 10:16:00,31,4,1066.15,266.54,565,208,0,Loyal Customers,2
15028,United Kingdom,2010-12-06 12:47:00,2011-12-01 14:06:00,9,4,627.13,156.78,459,360,1,Potential Loyalists,3
15030,United Kingdom,2011-03-16 15:34:00,2011-09-29 10:50:00,72,2,518.28,259.14,372,197,3,At Risk,4
15031,United Kingdom,2011-03-02 14:46:00,2011-12-05 14:19:00,5,4,653.19,163.3,400,278,1,Potential Loyalists,3
15032,United Kingdom,2010-12-08 12:57:00,2011-03-28 15:03:00,257,3,4959.1,1653.03,2968,110,0,Loyal Customers,2
15033,United Kingdom,2011-01-14 13:28:00,2011-12-05 12:40:00,5,10,2557.18,255.72,1672,325,2,Champions,1
15034,United Kingdom,2010-12-21 09:47:00,2011-11-24 12:11:00,16,8,4274.16,534.27,2413,338,2,Champions,1
15035,United Kingdom,2011-09-11 11:08:00,2011-09-11 11:08:00,90,1,252.73,252.73,245,0,3,At Risk,4
15036,United Kingdom,2011-06-13 12:19:00,2011-09-28 15:42:00,73,3,429.56,143.19,316,107,0,Loyal Customers,2
15038,United Kingdom,2010-12-05 10:54:00,2011-10-12 11:33:00,59,6,685.74,114.29,212,311,0,Loyal Customers,2
15039,United Kingdom,2010-12-06 11:26:00,2011-11-30 11:31:00,10,47,19766.59,420.57,9131,359,2,Champions,1
15041,United Kingdom,2011-06-22 16:16:00,2011-06-22 16:16:00,171,1,179.93,179.93,103,0,3,At Risk,4
15042,United Kingdom,2011-05-24 16:25:00,2011-05-24 16:25:00,200,1,135.93,135.93,30,0,3,At Risk,4
15043,United Kingdom,2011-11-08 14:26:00,2011-11-08 14:26:00,32,1,537.0,537.0,300,0,1,Potential Loyalists,3
15044,United Kingdom,2010-12-12 14:27:00,2011-11-20 13:20:00,20,17,7634.73,449.1,2785,343,2,Champions,1
15045,United Kingdom,2011-03-27 11:44:00,2011-07-11 11:33:00,152,2,735.66,367.83,114,106,3,At Risk,4
15046,United Kingdom,2011-01-05 15:30:00,2011-11-30 15:50:00,10,15,5090.42,339.36,3372,329,2,Champions,1
15047,United Kingdom,2011-03-15 10:49:00,2011-03-15 10:49:00,270,1,343.62,343.62,222,0,3,At Risk,4
15048,United Kingdom,2010-12-06 12:15:00,2011-10-05 14:55:00,66,4,381.0,95.25,192,303,0,Loyal Customers,2
15049,United Kingdom,2011-03-11 12:13:00,2011-03-11 12:13:00,274,1,121.17,121.17,63,0,3,At Risk,4
15050,United Kingdom,2011-09-29 13:22:00,2011-11-14 16:17:00,26,3,1737.69,579.23,1216,46,0,Loyal Customers,2
15051,United Kingdom,2011-07-12 15:29:00,2011-11-16 15:38:00,24,3,1383.36,461.12,1010,127,0,Loyal Customers,2
15052,United Kingdom,2011-01-24 15:52:00,2011-01-24 15:52:00,320,1,207.73,207.73,79,0,3,At Risk,4
15053,United Kingdom,2011-03-03 12:06:00,2011-12-05 12:08:00,5,3,693.95,231.32,984,277,1,Potential Loyalists,3
15054,United Kingdom,2011-10-30 14:33:00,2011-11-27 15:02:00,13,2,302.1,151.05,198,28,1,Potential Loyalists,3
15057,United Kingdom,2011-01-28 09:09:00,2011-03-09 15:17:00,276,2,1489.5,744.75,668,40,0,Loyal Customers,2
15058,United Kingdom,2011-01-31 15:35:00,2011-11-14 14:57:00,26,11,2102.54,191.14,1054,287,2,Champions,1
15059,United Kingdom,2011-01-09 11:54:00,2011-10-30 11:35:00,41,9,1337.72,148.64,604,294,0,Loyal Customers,2
15060,United Kingdom,2011-11-30 14:03:00,2011-12-01 13:47:00,9,4,294.25,73.56,257,1,1,Potential Loyalists,3
15061,United Kingdom,2010-12-02 15:19:00,2011-12-06 12:06:00,4,48,54534.14,1136.13,28920,369,2,Champions,1
15062,United Kingdom,2010-12-15 15:37:00,2011-09-29 16:51:00,72,4,987.86,246.96,763,288,0,Loyal Customers,2
15063,United Kingdom,2011-05-10 13:25:00,2011-05-10 13:25:00,214,1,370.8,370.8,56,0,3,At Risk,4
15065,United Kingdom,2011-02-21 12:54:00,2011-11-02 09:45:00,38,4,3158.13,789.53,1383,254,0,Loyal Customers,2
15066,United Kingdom,2011-10-17 13:25:00,2011-10-17 13:25:00,54,1,893.59,893.59,317,0,1,Potential Loyalists,3
15067,United Kingdom,2011-03-02 12:10:00,2011-09-22 13:20:00,79,3,1744.76,581.59,954,204,0,Loyal Customers,2
15068,United Kingdom,2011-03-28 14:27:00,2011-10-24 14:47:00,47,2,553.36,276.68,364,210,1,Potential Loyalists,3
15069,United Kingdom,2011-06-13 14:16:00,2011-06-13 14:16:00,180,1,1109.53,1109.53,520,0,3,At Risk,4
15070,United Kingdom,2010-12-02 11:23:00,2010-12-02 11:23:00,373,1,106.2,106.2,36,0,3,At Risk,4
15071,United Kingdom,2011-03-09 10:19:00,2011-09-07 11:43:00,94,2,982.07,491.04,269,182,0,Loyal Customers,2
15073,United Kingdom,2011-06-06 09:59:00,2011-11-30 10:44:00,10,3,1043.41,347.8,491,177,1,Potential Loyalists,3
15074,United Kingdom,2011-08-26 14:45:00,2011-08-26 14:45:00,106,1,735.67,735.67,431,0,3,At Risk,4
15075,United Kingdom,2011-09-23 12:27:00,2011-09-23 12:27:00,78,1,773.03,773.03,447,0,3,At Risk,4
15076,United Kingdom,2011-06-20 08:23:00,2011-06-20 08:23:00,173,1,880.85,880.85,571,0,3,At Risk,4
15078,United Kingdom,2010-12-06 12:38:00,2011-12-02 15:41:00,8,32,9743.11,304.47,5105,361,2,Champions,1
15079,United Kingdom,2010-12-09 09:25:00,2011-05-11 12:45:00,213,4,895.61,223.9,389,153,0,Loyal Customers,2
15081,United Kingdom,2010-12-07 16:20:00,2011-11-17 17:08:00,23,5,504.8,100.96,190,345,0,Loyal Customers,2
15083,United Kingdom,2011-03-28 12:18:00,2011-03-28 12:18:00,257,1,88.2,88.2,38,0,3,At Risk,4
15087,United Kingdom,2011-03-03 10:34:00,2011-03-03 10:34:00,282,1,306.94,306.94,470,0,3,At Risk,4
15088,United Kingdom,2011-10-03 14:05:00,2011-11-18 13:14:00,22,2,1160.07,580.04,460,46,1,Potential Loyalists,3
15089,United Kingdom,2011-08-03 14:14:00,2011-11-29 16:31:00,11,6,2420.84,403.47,1359,118,2,Champions,1
15090,United Kingdom,2011-02-04 14:03:00,2011-02-04 14:03:00,309,1,381.32,381.32,208,0,3,At Risk,4
15091,United Kingdom,2011-10-03 12:47:00,2011-10-03 12:47:00,68,1,480.71,480.71,346,0,3,At Risk,4
15092,United Kingdom,2011-03-01 12:24:00,2011-05-08 14:10:00,216,2,457.81,228.9,135,68,3,At Risk,4
15093,United Kingdom,2010-12-02 18:25:00,2011-11-21 13:09:00,19,6,4597.02,766.17,3760,354,2,Champions,1
15095,United Kingdom,2011-05-20 14:27:00,2011-08-28 12:01:00,104,4,1370.6,342.65,1079,100,0,Loyal Customers,2
15096,United Kingdom,2011-10-28 10:27:00,2011-10-28 10:27:00,43,1,219.39,219.39,120,0,1,Potential Loyalists,3
15097,United Kingdom,2011-12-05 14:03:00,2011-12-05 14:03:00,5,1,248.08,248.08,170,0,1,Potential Loyalists,3
15098,United Kingdom,2011-06-10 15:22:00,2011-06-10 15:33:00,183,3,39916.5,13305.5,121,0,0,Loyal Customers,2
15099,United Kingdom,2011-09-16 13:13:00,2011-09-16 13:13:00,85,1,410.48,410.48,343,0,3,At Risk,4
15100,United Kingdom,2010-12-01 09:09:00,2011-01-10 10:35:00,334,3,876.0,292.0,80,40,3,At Risk,4
15101,United Kingdom,2010-12-15 12:54:00,2011-12-01 10:18:00,9,2,317.53,158.77,241,351,1,Potential Loyalists,3
15103,United Kingdom,2011-09-14 13:54:00,2011-11-08 14:53:00,32,2,703.36,351.68,329,55,1,Potential Loyalists,3
15104,United Kingdom,2011-03-02 14:16:00,2011-05-27 12:29:00,197,2,993.54,496.77,635,86,3,At Risk,4
15105,United Kingdom,2011-07-28 10:09:00,2011-11-21 16:54:00,19,7,2298.93,328.42,1211,116,2,Champions,1
15106,United Kingdom,2011-03-15 12:52:00,2011-11-22 09:16:00,18,5,1422.52,284.5,1181,252,0,Loyal Customers,2
15107,United Kingdom,2010-12-02 13:45:00,2011-02-01 14:46:00,312,6,319.5,53.25,169,61,3,At Risk,4
15108,European Community,2011-04-26 10:54:00,2011-07-21 10:24:00,142,4,1300.25,325.06,499,86,0,Loyal Customers,2
15109,United Kingdom,2011-04-08 09:58:00,2011-04-08 09:58:00,246,1,484.95,484.95,131,0,3,At Risk,4
15110,United Kingdom,2011-01-25 11:41:00,2011-11-16 11:16:00,24,4,996.1,249.02,246,295,0,Loyal Customers,2
15111,United Kingdom,2010-12-02 11:45:00,2011-11-10 16:58:00,30,3,1567.48,522.49,710,343,0,Loyal Customers,2
15113,United Kingdom,2011-10-16 15:27:00,2011-11-30 08:23:00,10,3,3509.43,1169.81,2344,45,0,Loyal Customers,2
15114,United Kingdom,2011-02-11 08:45:00,2011-11-09 15:05:00,31,10,2760.56,276.06,3096,271,2,Champions,1
15115,United Kingdom,2011-11-21 14:59:00,2011-11-21 14:59:00,19,1,340.11,340.11,157,0,1,Potential Loyalists,3
15116,United Kingdom,2011-05-19 08:50:00,2011-11-22 12:25:00,18,4,1352.75,338.19,648,187,0,Loyal Customers,2
15117,United Kingdom,2011-05-08 12:38:00,2011-11-25 08:12:00,15,5,1551.78,310.36,1948,201,0,Loyal Customers,2
15118,United Kingdom,2011-07-28 14:54:00,2011-07-28 14:54:00,135,1,244.8,244.8,1440,0,3,At Risk,4
15119,United Kingdom,2011-04-08 09:08:00,2011-04-08 09:08:00,246,1,266.4,266.4,88,0,3,At Risk,4
15120,United Kingdom,2011-07-29 09:48:00,2011-07-29 09:48:00,134,1,358.82,358.82,296,0,3,At Risk,4
15121,United Kingdom,2011-02-24 12:41:00,2011-10-20 14:51:00,51,2,457.72,228.86,199,238,1,Potential Loyalists,3
15122,United Kingdom,2011-02-15 09:59:00,2011-08-17 16:48:00,115,3,1633.78,544.59,800,183,0,Loyal Customers,2
15123,United Kingdom,2011-05-17 14:57:00,2011-12-02 13:12:00,8,2,2199.31,1099.66,1195,199,1,Potential Loyalists,3
15124,United Kingdom,2011-06-01 09:06:00,2011-11-17 10:09:00,23,2,184.19,92.1,233,169,1,Potential Loyalists,3
15125,United Kingdom,2011-03-14 09:59:00,2011-11-14 13:57:00,26,15,11528.48,768.57,6193,245,2,Champions,1
15127,United Kingdom,2011-10-05 10:30:00,2011-10-05 10:30:00,66,1,406.53,406.53,251,0,3,At Risk,4
15128,United Kingdom,2011-05-04 12:32:00,2011-10-10 13:54:00,61,4,1471.0,367.75,1343,159,0,Loyal Customers,2
15129,United Kingdom,2011-02-21 09:09:00,2011-10-20 14:40:00,51,11,3447.4,313.4,1794,241,2,Champions,1
15130,United Kingdom,2011-06-23 10:15:00,2011-06-23 10:15:00,170,1,330.11,330.11,197,0,3,At Risk,4
15132,United Kingdom,2011-03-22 12:02:00,2011-11-21 17:10:00,19,5,977.93,195.59,679,244,0,Loyal Customers,2
15133,United Kingdom,2011-02-11 10:38:00,2011-08-04 10:44:00,128,3,982.42,327.47,680,174,0,Loyal Customers,2
15134,United Kingdom,2011-04-13 11:05:00,2011-11-25 08:55:00,15,8,1387.99,173.5,887,226,2,Champions,1
15135,United Kingdom,2011-04-14 19:16:00,2011-04-14 19:16:00,240,1,139.05,139.05,43,0,3,At Risk,4
15136,United Kingdom,2011-09-04 16:05:00,2011-12-07 12:26:00,3,4,1286.7,321.68,776,94,2,Champions,1
15139,United Kingdom,2011-01-07 12:44:00,2011-04-14 11:39:00,240,2,178.96,89.48,208,97,3,At Risk,4
15140,United Kingdom,2011-03-20 14:37:00,2011-10-18 14:07:00,53,7,2354.25,336.32,1572,212,0,Loyal Customers,2
15142,United Kingdom,2011-10-24 12:51:00,2011-10-24 12:51:00,47,1,498.74,498.74,365,0,1,Potential Loyalists,3
15143,United Kingdom,2011-04-28 12:03:00,2011-04-28 12:03:00,226,1,259.45,259.45,150,0,3,At Risk,4
15144,United Kingdom,2011-01-31 13:17:00,2011-12-01 15:12:00,9,17,6580.44,387.08,3050,304,2,Champions,1
15145,United Kingdom,2011-04-05 15:20:00,2011-12-05 17:21:00,5,4,1194.73,298.68,756,244,1,Potential Loyalists,3
15146,United Kingdom,2011-02-21 13:07:00,2011-06-28 12:09:00,165,2,1327.16,663.58,1473,127,0,Loyal Customers,2
15147,United Kingdom,2011-04-13 15:57:00,2011-04-13 15:57:00,241,1,623.5,623.5,366,0,3,At Risk,4
15148,United Kingdom,2011-11-29 08:21:00,2011-11-29 08:21:00,11,1,301.29,301.29,187,0,1,Potential Loyalists,3
15149,United Kingdom,2011-07-29 10:58:00,2011-07-29 10:58:00,134,1,520.8,520.8,128,0,3,At Risk,4
15150,United Kingdom,2011-03-15 14:21:00,2011-11-22 12:52:00,18,10,5291.33,529.13,3642,252,2,Champions,1
15152,United Kingdom,2011-06-05 15:36:00,2011-11-30 12:32:00,10,13,4745.69,365.05,2704,178,2,Champions,1
15153,United Kingdom,2011-11-08 17:09:00,2011-11-08 17:09:00,32,1,329.25,329.25,198,0,1,Potential Loyalists,3
15154,United Kingdom,2011-09-25 16:05:00,2011-09-25 16:05:00,76,1,254.28,254.28,89,0,3,At Risk,4
15156,United Kingdom,2011-11-06 12:41:00,2011-12-08 18:22:00,2,3,961.49,320.5,597,32,1,Potential Loyalists,3
15157,United Kingdom,2010-12-16 13:44:00,2011-12-06 11:28:00,4,3,1936.07,645.36,2392,355,1,Potential Loyalists,3
15158,United Kingdom,2011-10-25 13:53:00,2011-10-25 13:53:00,46,1,401.4,401.4,198,0,1,Potential Loyalists,3
15159,United Kingdom,2010-12-13 15:44:00,2011-12-08 12:05:00,2,30,18641.01,621.37,11441,360,2,Champions,1
15160,United Kingdom,2010-12-17 14:15:00,2010-12-17 14:15:00,358,1,158.16,158.16,84,0,3,At Risk,4
15163,United Kingdom,2011-05-31 15:22:00,2011-11-21 13:10:00,19,2,304.47,152.23,186,174,1,Potential Loyalists,3
15164,United Kingdom,2011-01-04 14:21:00,2011-10-02 12:05:00,69,3,824.58,274.86,351,271,0,Loyal Customers,2
15165,United Kingdom,2010-12-01 14:03:00,2010-12-01 14:03:00,374,1,487.75,487.75,160,0,3,At Risk,4
15167,United Kingdom,2011-01-23 12:41:00,2011-01-23 12:41:00,321,1,158.8,158.8,65,0,3,At Risk,4
15168,United Kingdom,2011-11-14 11:26:00,2011-11-14 11:26:00,26,1,106.56,106.56,52,0,1,Potential Loyalists,3
15171,United Kingdom,2011-01-12 15:36:00,2011-01-12 15:36:00,332,1,1289.5,1289.5,290,0,3,At Risk,4
15172,United Kingdom,2011-04-17 11:56:00,2011-12-01 11:51:00,9,5,1624.05,324.81,1611,228,2,Champions,1
15174,United Kingdom,2011-01-21 09:06:00,2011-01-21 09:06:00,323,1,135.75,135.75,145,0,3,At Risk,4
15175,United Kingdom,2011-09-29 11:31:00,2011-09-29 11:31:00,72,1,224.14,224.14,454,0,3,At Risk,4
15178,United Kingdom,2011-03-24 15:12:00,2011-03-24 15:12:00,261,1,40.5,40.5,30,0,3,At Risk,4
15179,United Kingdom,2011-01-24 13:48:00,2011-11-21 12:53:00,19,5,2206.95,441.39,1938,301,0,Loyal Customers,2
15180,United Kingdom,2010-12-07 14:57:00,2010-12-07 14:57:00,368,1,87.5,87.5,36,0,3,At Risk,4
15181,United Kingdom,2011-03-15 12:03:00,2011-10-04 13:58:00,67,3,689.48,229.83,544,203,0,Loyal Customers,2
15182,United Kingdom,2011-03-16 12:42:00,2011-07-08 13:37:00,155,2,622.85,311.42,253,114,3,At Risk,4
15184,United Kingdom,2011-06-02 12:06:00,2011-11-10 13:41:00,30,2,402.2,201.1,199,161,1,Potential Loyalists,3
15185,United Kingdom,2011-09-30 14:06:00,2011-09-30 14:06:00,71,1,310.62,310.62,666,0,3,At Risk,4
15186,United Kingdom,2011-06-24 14:54:00,2011-11-25 14:58:00,15,2,411.41,205.7,215,154,1,Potential Loyalists,3
15187,United Kingdom,2011-05-11 13:49:00,2011-12-08 11:56:00,2,16,4777.18,298.57,1887,211,2,Champions,1
15189,United Kingdom,2011-01-11 12:29:00,2011-12-08 13:22:00,2,41,16225.39,395.74,6149,331,2,Champions,1
15192,United Kingdom,2010-12-09 14:56:00,2011-08-12 11:41:00,120,3,1044.32,348.11,918,246,0,Loyal Customers,2
15193,United Kingdom,2011-10-10 08:23:00,2011-10-10 08:23:00,61,1,499.32,499.32,144,0,3,At Risk,4
15194,United Kingdom,2010-12-06 15:00:00,2011-12-06 15:10:00,4,15,7616.53,507.77,5703,365,2,Champions,1
15195,United Kingdom,2011-12-07 12:20:00,2011-12-07 12:20:00,3,1,3861.0,3861.0,1404,0,1,Potential Loyalists,3
15197,United Kingdom,2010-12-16 18:01:00,2011-11-29 10:00:00,11,3,1079.61,359.87,469,348,1,Potential Loyalists,3
15198,United Kingdom,2011-08-07 15:16:00,2011-09-08 14:42:00,93,2,193.64,96.82,120,32,3,At Risk,4
15199,United Kingdom,2011-02-04 14:04:00,2011-10-11 15:12:00,60,4,1268.7,317.18,396,249,0,Loyal Customers,2
15201,United Kingdom,2011-04-06 14:02:00,2011-09-13 14:53:00,88,5,1236.54,247.31,1210,160,0,Loyal Customers,2
15203,United Kingdom,2011-02-01 12:29:00,2011-11-14 08:16:00,26,6,1827.8,304.63,1753,286,0,Loyal Customers,2
15204,United Kingdom,2010-12-17 13:49:00,2010-12-17 13:49:00,358,1,316.58,316.58,258,0,3,At Risk,4
15205,United Kingdom,2011-08-04 16:07:00,2011-09-15 19:36:00,86,2,653.24,326.62,378,42,3,At Risk,4
15206,United Kingdom,2011-03-09 08:59:00,2011-11-29 13:41:00,11,4,420.3,105.08,162,265,1,Potential Loyalists,3
15208,United Kingdom,2010-12-21 13:03:00,2011-12-08 17:24:00,2,5,870.12,174.02,316,352,2,Champions,1
15210,United Kingdom,2011-04-28 16:11:00,2011-04-28 16:11:00,226,1,331.18,331.18,228,0,3,At Risk,4
15211,United Kingdom,2010-12-09 16:08:00,2011-10-10 13:31:00,61,2,894.41,447.2,240,305,0,Loyal Customers,2
15212,United Kingdom,2011-04-12 13:45:00,2011-04-12 13:45:00,242,1,101.8,101.8,36,0,3,At Risk,4
15213,United Kingdom,2011-01-14 11:05:00,2011-01-25 12:21:00,319,2,328.35,164.18,272,11,3,At Risk,4
15214,United Kingdom,2011-04-11 09:46:00,2011-12-08 12:07:00,2,8,1661.44,207.68,1254,241,2,Champions,1
15215,United Kingdom,2011-09-04 12:24:00,2011-10-24 11:41:00,47,3,734.94,244.98,225,50,0,Loyal Customers,2
15216,United Kingdom,2011-09-13 11:41:00,2011-09-13 11:41:00,88,1,96.6,96.6,28,0,3,At Risk,4
15218,United Kingdom,2011-01-25 11:20:00,2011-11-29 11:48:00,11,11,5756.89,523.35,3329,308,2,Champions,1
15219,United Kingdom,2011-06-16 16:57:00,2011-06-16 16:57:00,177,1,305.75,305.75,45,0,3,At Risk,4
15220,United Kingdom,2011-03-04 10:24:00,2011-10-19 12:39:00,52,6,1778.96,296.49,1393,229,0,Loyal Customers,2
15221,United Kingdom,2010-12-08 13:08:00,2010-12-08 13:08:00,367,1,403.25,403.25,43,0,3,At Risk,4
15222,United Kingdom,2011-01-25 08:03:00,2011-01-25 08:03:00,319,1,585.0,585.0,440,0,3,At Risk,4
15223,United Kingdom,2011-04-04 12:17:00,2011-04-28 11:31:00,226,2,755.75,377.88,213,24,3,At Risk,4
15224,United Kingdom,2010-12-12 12:34:00,2010-12-16 15:02:00,359,2,322.08,161.04,152,4,3,At Risk,4
15225,United Kingdom,2011-04-19 14:51:00,2011-04-19 14:51:00,235,1,409.4,409.4,226,0,3,At Risk,4
15226,United Kingdom,2011-02-02 11:41:00,2011-02-02 11:41:00,311,1,154.41,154.41,71,0,3,At Risk,4
15227,United Kingdom,2011-01-26 15:31:00,2011-11-03 11:59:00,37,5,1219.4,243.88,750,281,0,Loyal Customers,2
15228,United Kingdom,2011-02-18 09:04:00,2011-10-04 13:56:00,67,4,3386.71,846.68,2255,228,0,Loyal Customers,2
15230,United Kingdom,2011-04-13 11:04:00,2011-04-14 14:39:00,240,2,429.6,214.8,351,1,3,At Risk,4
15232,United Kingdom,2011-07-22 12:21:00,2011-08-18 16:27:00,114,2,612.06,306.03,686,27,3,At Risk,4
15234,United Kingdom,2011-03-08 08:53:00,2011-03-08 08:53:00,277,1,197.0,197.0,196,0,3,At Risk,4
15235,United Kingdom,2010-12-01 17:22:00,2011-05-06 09:44:00,218,12,2247.51,187.29,1324,156,0,Loyal Customers,2
15236,United Kingdom,2011-02-14 10:52:00,2011-02-14 10:52:00,299,1,321.05,321.05,269,0,3,At Risk,4
15237,United Kingdom,2011-04-26 15:04:00,2011-12-08 09:46:00,2,4,1412.32,353.08,1071,226,2,Champions,1
15238,United Kingdom,2011-06-08 16:00:00,2011-11-10 14:28:00,30,3,1071.99,357.33,692,155,0,Loyal Customers,2
15239,United Kingdom,2011-09-22 09:53:00,2011-11-29 14:14:00,11,2,780.59,390.3,594,68,1,Potential Loyalists,3
15240,United Kingdom,2011-02-01 08:23:00,2011-10-26 09:50:00,45,5,1706.57,341.31,1369,267,0,Loyal Customers,2
15241,United Kingdom,2011-03-01 11:02:00,2011-10-04 09:05:00,67,8,1756.44,219.56,1818,217,0,Loyal Customers,2
15243,United Kingdom,2011-09-26 14:12:00,2011-09-26 14:12:00,75,1,316.68,316.68,185,0,3,At Risk,4
15244,United Kingdom,2011-04-05 15:12:00,2011-10-05 13:19:00,66,2,631.57,315.78,405,183,0,Loyal Customers,2
15245,United Kingdom,2011-03-23 13:42:00,2011-07-28 18:56:00,135,3,2515.84,838.61,1784,127,0,Loyal Customers,2
15246,United Kingdom,2010-12-16 09:46:00,2011-04-15 14:45:00,239,2,514.15,257.08,247,120,3,At Risk,4
15247,United Kingdom,2011-08-09 12:52:00,2011-08-09 12:52:00,123,1,356.0,356.0,160,0,3,At Risk,4
15249,United Kingdom,2011-03-28 12:49:00,2011-11-08 11:45:00,32,13,6688.46,514.5,3577,225,2,Champions,1
15251,United Kingdom,2011-04-12 10:38:00,2011-11-30 15:02:00,10,11,10484.99,953.18,6171,232,2,Champions,1
15252,United Kingdom,2011-06-09 14:15:00,2011-11-03 13:30:00,37,2,740.78,370.39,522,147,1,Potential Loyalists,3
15253,United Kingdom,2011-06-23 12:19:00,2011-11-23 16:22:00,17,5,918.2,183.64,866,153,0,Loyal Customers,2
15254,United Kingdom,2011-08-04 15:04:00,2011-08-04 15:04:00,128,1,300.36,300.36,275,0,3,At Risk,4
15255,United Kingdom,2011-10-04 12:43:00,2011-10-04 12:43:00,67,1,890.85,890.85,489,0,3,At Risk,4
15256,United Kingdom,2011-07-14 11:47:00,2011-07-14 11:47:00,149,1,98.45,98.45,55,0,3,At Risk,4
15257,United Kingdom,2011-03-01 12:58:00,2011-03-01 12:58:00,284,1,317.15,317.15,46,0,3,At Risk,4
15258,United Kingdom,2011-05-06 14:16:00,2011-06-24 12:30:00,169,2,623.16,311.58,142,49,3,At Risk,4
15260,United Kingdom,2010-12-02 12:09:00,2011-08-31 13:55:00,101,7,1810.77,258.68,885,272,0,Loyal Customers,2
15261,United Kingdom,2011-07-27 15:20:00,2011-07-27 15:20:00,136,1,254.82,254.82,270,0,3,At Risk,4
15262,United Kingdom,2011-01-20 12:16:00,2011-01-20 12:16:00,324,1,178.95,178.95,73,0,3,At Risk,4
